what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417189112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417190616
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776417196996
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1776417197394
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776417197792
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1776417198124
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776417201559
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1776417207311
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776417207449
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1776417208696
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776417210096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417215538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417228867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417229625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417274233
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1776417274988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1776417277530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1776417279274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417281166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417282117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417283085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417286489
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776417287606
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1776417288257
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1776417289420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417291182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417293006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417293593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417296952
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1776417302023
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1776417302922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417304728
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1776417309177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417321751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417329712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417329737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417334873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417841917
error,log,,,"Failed Executing: make sim SPD=D:/CE433/DES-56bits-key/system_tb.spd ELF=D:/CE433/DES-56bits-key/software/DES1/DES1.elf ENABLE_VSIM_GUI=1 VSIM_DIR='E:/altera/13.0sp1/modelsim_ase/win32aloem'  return code: 2",1776417842111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417842272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417843810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417845282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417849042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776417850435
