what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1776952948706
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1776952948706
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1776952948706
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1776952948707
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1776952948708
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1776952948708
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1776952948708
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1776952948708
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1776952948709
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1776952948709
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1776952948709
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1776952948719
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1776952948719
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1776952948720
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1776952948720
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1776952948720
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1776952948721
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1776952948721
os,sysinfo,,,"win32",1776952948722
arch,sysinfo,,,"x86",1776952948722
ws,sysinfo,,,"win32",1776952948722
locale,sysinfo,,,"en_US",1776952948722
processors,sysinfo,,,"12",1776952948722
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1776952948722
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1776952948722
java.specification.name,sysinfo,,,"Java Platform API Specification",1776952948722
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1776952948722
java.specification.version,sysinfo,,,"1.6",1776952948722
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1776952948722
java.version,sysinfo,,,"1.6.0_23",1776952948722
java.vm.info,sysinfo,,,"mixed mode",1776952948722
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1776952948722
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1776952948722
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1776952948722
java.vm.specification.version,sysinfo,,,"1.0",1776952948722
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1776952948722
java.vm.version,sysinfo,,,"19.0-b09",1776952948722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776952949490
